CustomerID,Sex,Age,Marital Status,Number of Dependants,Annual Income,Account Type,Credit Limit,Number of Accounts,Months since Openning,Outstanding Balance,Utilisation Ratio,Total Amount of Transactions,Total Number of Transactions,Number of Contacts over 12 months,Months Inactive over 12 months,Status
1574908712,F,39,Married,1,Less than $50K,Silver,2024,2,25,0,0,2870,36,1,2,Closed
1420166462,M,52,Single,2,$110K and Over,Silver,4935,4,32,0,0,7886,64,1,3,Closed
1430557412,M,52,Married,2,$70K - $90K,Silver,24287,5,45,1676,0.069,5495,69,4,1,Active
1418146862,F,56,Single,5,$50K - $70K,Silver,2607,4,37,1702,0.653,4949,74,1,2,Active
1440093362,M,53,Single,1,$70K - $90K,Silver,4573,6,46,2076,0.454,2720,46,4,2,Closed
1429368512,M,48,Married,3,$90K - $110K,Silver,9959,1,43,0,0,14948,125,1,4,Active
1425382712,M,38,Single,2,$90K - $110K,Silver,20241,4,28,1203,0.059,1102,31,2,3,Active
1419422612,M,38,Single,3,$50K - $70K,Silver,3458,1,19,321,0.093,2256,40,4,2,Closed
1542810062,M,52,Unknown,2,$70K - $90K,Silver,7215,4,40,0,0,4409,75,3,1,Active
1437730562,F,54,Married,2,Less than $50K,Silver,3881,2,41,2517,0.649,2463,38,3,2,Closed
1436381762,F,52,Single,0,Less than $50K,Silver,2537,5,36,1097,0.432,4964,84,2,1,Active
1428204062,F,47,Married,2,Less than $50K,Silver,5667,6,36,2517,0.444,2176,38,3,2,Closed
1417007612,M,43,Married,2,$110K and Over,Silver,34516,6,36,1477,0.043,1868,40,4,2,Closed
1430736212,F,52,Single,0,Less than $50K,Silver,1438.3,2,36,978,0.68,947,33,3,2,Closed
1557242762,F,42,Single,3,Less than $50K,Silver,1438.3,4,22,860,0.598,4754,79,4,1,Active
1418448062,M,41,Single,3,$90K - $110K,Silver,4742,1,32,2221,0.468,2422,41,4,3,Closed
1538278262,F,43,Married,2,Less than $50K,Silver,1438.3,3,37,0,0,974,28,1,3,Closed
1575019712,F,49,Unknown,1,Less than $50K,Silver,3343,6,38,1820,0.544,4507,63,1,2,Active
1429944962,F,39,Married,2,$50K - $70K,Silver,9173,6,29,2047,0.223,1807,33,1,1,Active
1417349462,M,49,Unknown,4,$90K - $110K,Silver,34516,2,31,2517,0.073,3990,65,3,3,Active
1438195112,F,47,Married,4,$50K - $70K,Silver,2680,3,39,1652,0.616,3382,58,3,3,Active
1424782262,F,43,Married,2,Less than $50K,Silver,2570,6,36,2107,0.82,4058,83,2,3,Active
1430397062,M,45,Married,3,$50K - $70K,Silver,3538,5,35,0,0,4123,74,2,3,Active
1605595262,F,54,Single,2,Less than $50K,Silver,1517,1,48,556,0.367,4981,82,2,3,Active
1542221912,F,47,Married,4,Less than $50K,Silver,1926,5,34,879,0.456,4385,71,4,3,Active
1440413162,F,45,Married,2,Less than $50K,Silver,1640,4,36,999,0.609,4597,77,3,1,Active
1543063262,M,50,Married,2,$110K and Over,Silver,10747,5,38,1027,0.096,4538,63,0,6,Active
1423578812,F,52,Single,2,Less than $50K,Silver,1960,3,40,1428,0.729,3782,64,3,1,Active
1439036462,M,54,Single,2,$110K and Over,Silver,34516,3,36,0,0,2329,47,3,2,Closed
1613944112,M,48,Unknown,3,$50K - $70K,Silver,1753,2,43,1434,0.818,4588,77,3,2,Active
1426934012,F,45,Unknown,2,$50K - $70K,Silver,4947,4,36,1053,0.213,3479,76,4,3,Active
1437803462,F,55,Married,1,Unknown,Silver,17642,6,36,1846,0.105,2148,54,2,3,Active
1420009712,F,32,Married,1,Unknown,Silver,3413,3,22,2517,0.737,4355,71,3,2,Active
1437098762,F,60,Unknown,2,$50K - $70K,Silver,2676,4,52,1740,0.65,3863,69,2,3,Active
1602999062,F,56,Married,1,Less than $50K,Silver,1584,4,50,1311,0.828,4203,73,2,3,Active
1425436262,F,46,Single,2,Less than $50K,Silver,5785,1,36,2130,0.368,7950,86,1,1,Active
1436740712,M,26,Unknown,0,Less than $50K,Silver,5713,6,13,789,0.138,3323,61,2,1,Active
1417667762,F,43,Married,3,Less than $50K,Silver,4579,1,30,1506,0.329,1915,44,4,3,Closed
1424609612,F,38,Single,2,Less than $50K,Silver,2468,2,25,872,0.353,4426,76,1,3,Active
1423753712,M,45,Divorced,3,$50K - $70K,Silver,2449,1,37,0,0,5497,88,2,3,Active
1441359512,M,40,Married,3,$90K - $110K,Gold,34516,6,36,1002,0.029,2579,68,0,3,Active
1557488762,M,44,Married,4,$70K - $90K,Silver,4752,2,24,0,0,7517,76,2,2,Active
1430361512,F,47,Single,2,Less than $50K,Silver,2289,5,41,1611,0.704,4817,77,1,3,Active
1417362812,F,44,Unknown,2,Less than $50K,Silver,4852,5,32,1777,0.366,1775,55,3,1,Active
1440302012,F,54,Married,1,Less than $50K,Silver,2178,5,40,1144,0.525,1724,47,4,2,Active
1441741412,F,50,Single,4,$50K - $70K,Silver,7853,5,22,1343,0.171,1814,37,3,2,Active
1439158562,F,43,Divorced,2,Less than $50K,Silver,6811,3,30,0,0,1937,39,4,3,Closed
1416803762,F,45,Married,3,Less than $50K,Silver,2548,2,35,2250,0.883,4747,77,1,2,Active
1423319612,F,50,Single,2,Less than $50K,Silver,1438.3,6,41,0,0,4617,67,4,3,Active
1428658412,F,37,Married,4,Less than $50K,Silver,1825,4,28,1389,0.761,2878,54,1,3,Active
1604499362,M,59,Single,2,$50K - $70K,Silver,2699,4,53,2422,0.897,2599,43,4,5,Closed
1440826412,F,34,Single,1,Unknown,Silver,10253,6,22,1857,0.181,3042,66,0,1,Active
1421227412,F,43,Married,2,Less than $50K,Silver,2837,6,31,1807,0.637,4279,83,1,1,Active
1441030712,M,46,Single,3,$90K - $110K,Silver,21350,2,39,1724,0.081,4878,78,3,1,Active
1426068512,F,53,Single,2,Less than $50K,Silver,2708,5,36,2271,0.839,4812,83,4,1,Active
1435412912,F,48,Single,4,Unknown,Silver,3829,1,37,836,0.218,4313,85,1,2,Active
1558875812,M,37,Unknown,3,$90K - $110K,Silver,2273,1,19,0,0,7899,79,2,2,Active
1438427162,M,45,Single,2,$70K - $90K,Silver,3401,1,36,0,0,744,18,2,1,Closed
1653554162,F,43,Married,3,Less than $50K,Silver,4175,4,39,2517,0.603,1520,36,2,1,Active
1428161162,F,62,Married,1,$50K - $70K,Silver,5249,2,53,0,0,1315,31,1,1,Closed
1620990962,F,52,Single,1,Unknown,Silver,4058,6,47,1349,0.332,4388,72,3,1,Active
1534565312,F,46,Unknown,2,Less than $50K,Silver,3003,5,39,1454,0.484,4378,96,2,2,Active
1442550062,F,54,Unknown,1,Less than $50K,Gold,10797,6,43,1252,0.116,1739,38,4,3,Closed
1419808262,M,51,Married,2,$90K - $110K,Silver,8169,4,40,794,0.097,4927,70,2,3,Active
1422101612,M,41,Married,4,$90K - $110K,Silver,33405,3,29,0,0,1345,34,3,3,Active
1440400412,M,42,Married,5,$50K - $70K,Silver,2437,1,27,1718,0.705,8028,77,1,3,Active
1433862512,F,43,Single,3,$50K - $70K,Silver,5182,3,24,1607,0.31,5235,92,4,3,Active
1435884062,F,57,Divorced,2,$50K - $70K,Silver,3251,5,36,1887,0.58,3228,67,2,2,Active
1556754962,M,52,Married,3,$90K - $110K,Silver,30820,6,32,1724,0.056,3402,75,3,3,Active
1544919212,F,47,Single,2,Less than $50K,Silver,4254,3,37,1204,0.283,5385,93,1,0,Active
1433456162,F,48,Single,3,Less than $50K,Silver,2865,4,30,1523,0.532,4609,79,1,1,Active
1556798762,M,42,Married,5,$70K - $90K,Silver,5096,6,22,0,0,2574,43,4,2,Closed
1423154162,M,36,Married,3,$70K - $90K,Silver,2956,4,36,2411,0.816,1896,31,2,2,Active
1416721412,M,46,Married,2,$90K - $110K,Gold,34516,6,35,1236,0.036,1665,40,2,3,Active
1577837912,M,49,Married,5,$70K - $90K,Diamond,34516,1,35,1064,0.031,8095,81,2,2,Active
1420039562,M,44,Single,4,$50K - $70K,Silver,11346,5,36,0,0,3784,67,3,2,Active
1442191262,M,44,Single,2,$50K - $70K,Silver,2197,5,31,0,0,4548,64,1,1,Active
1441628912,M,54,Married,2,$110K and Over,Silver,28465,6,46,0,0,1693,37,2,1,Active
1592354012,M,52,Single,2,$90K - $110K,Silver,25737,2,46,1168,0.045,7722,94,3,3,Active
1435489862,M,44,Married,3,$50K - $70K,Silver,12967,1,36,2517,0.194,4520,74,1,1,Active
1428296462,F,40,Single,4,Less than $50K,Silver,2594,6,32,2159,0.832,3872,71,1,1,Active
1441140212,M,40,Divorced,2,$70K - $90K,Silver,8624,5,36,0,0,2428,53,4,2,Active
1560240362,M,27,Single,0,Less than $50K,Silver,3585,2,13,2420,0.675,15656,124,4,2,Active
1640771162,M,45,Married,4,$90K - $110K,Silver,6366,6,40,1344,0.211,3258,58,3,2,Active
1439027612,F,48,Married,1,Unknown,Silver,1438.3,3,41,1197,0.832,4916,78,2,2,Active
1431512312,F,42,Single,3,Less than $50K,Silver,3391,2,32,1359,0.401,13212,107,3,2,Active
1441846862,F,46,Single,2,Less than $50K,Silver,1996,6,36,1544,0.774,3760,69,4,1,Active
1438538612,F,35,Married,2,$50K - $70K,Silver,1953,6,27,1554,0.796,4598,71,0,1,Active
1438061612,F,42,Married,1,Less than $50K,Silver,3422,2,29,0,0,4486,74,3,3,Active
1629524762,M,53,Unknown,3,$50K - $70K,Silver,14627,2,48,1997,0.137,7766,82,2,2,Active
1422964262,M,37,Married,4,$70K - $90K,Silver,5335,3,24,2145,0.402,1888,43,4,1,Active
1439630162,F,44,Married,5,Less than $50K,Silver,2490,2,34,1235,0.496,8065,88,3,1,Active
1421753912,M,41,Married,1,$90K - $110K,Silver,10239,5,31,2224,0.217,2149,40,4,3,Active
1423774562,F,47,Married,4,Less than $50K,Silver,7711,5,31,988,0.128,2078,42,4,3,Active
1543093112,F,42,Married,5,Unknown,Silver,3578,3,30,0,0,1015,36,4,1,Closed
1426755362,M,37,Divorced,2,$50K - $70K,Silver,3176,6,17,0,0,2298,67,3,3,Active
1437608612,F,44,Divorced,3,Less than $50K,Silver,8320,3,31,0,0,4128,82,1,2,Active
1434161912,F,40,Single,5,Less than $50K,Silver,4205,3,29,2517,0.599,4256,69,4,2,Active
1437497912,F,56,Married,3,Less than $50K,Silver,2865,6,47,2022,0.706,3441,66,4,3,Active
1645914062,M,63,Single,1,$70K - $90K,Silver,9569,3,56,0,0,2287,49,2,3,Closed
1576763912,M,41,Single,3,$70K - $90K,Silver,12420,5,34,0,0,4422,70,2,3,Active
1433674112,F,54,Married,2,Unknown,Silver,13126,4,45,2086,0.159,1836,37,2,3,Active
1420560962,M,52,Single,2,$90K - $110K,Silver,11617,4,43,2517,0.217,1643,43,3,3,Closed
1439030012,F,47,Single,4,Less than $50K,Silver,1438.3,3,39,0,0,2295,51,6,3,Closed
1544500862,F,40,Single,3,Less than $50K,Silver,2694,5,29,1833,0.68,3366,56,4,1,Active
1421788862,F,57,Married,1,Less than $50K,Silver,3101,6,36,1257,0.405,1681,32,2,2,Active
1443009962,M,54,Married,1,$110K and Over,Silver,3251,5,42,1919,0.59,1406,31,3,3,Active
1436157512,M,43,Single,1,$70K - $90K,Gold,25824,4,31,1170,0.045,3101,73,3,3,Active
1435552712,M,48,Married,3,$70K - $90K,Silver,8431,1,36,0,0,5189,57,5,2,Closed
1421061212,F,26,Single,0,$50K - $70K,Silver,1612,6,16,835,0.518,2148,40,4,2,Active
1543909412,F,47,Married,3,Less than $50K,Silver,3035,3,36,0,0,3847,63,2,2,Active
1418534462,F,47,Single,4,Less than $50K,Silver,1438.3,4,37,780,0.542,4422,59,2,3,Active
1441795112,F,32,Married,4,Less than $50K,Silver,1438.3,6,22,1056,0.734,4885,78,3,3,Active
1429062512,F,36,Married,2,Less than $50K,Silver,3124,3,24,1593,0.51,1652,41,3,1,Active
1641190112,F,43,Single,2,$50K - $70K,Gold,18524,3,39,1736,0.094,4496,64,2,1,Active
1416374462,M,27,Single,0,$50K - $70K,Silver,3178,4,16,1118,0.352,2010,31,2,1,Active
1426569512,F,37,Single,2,$50K - $70K,Silver,3375,4,24,1730,0.513,4341,64,1,3,Active
1558664462,F,62,Married,1,Less than $50K,Silver,2378,3,44,1610,0.677,1807,45,3,2,Active
1434051062,F,45,Unknown,3,$50K - $70K,Silver,2667,6,36,1551,0.582,4883,85,2,1,Active
1429599512,M,41,Single,3,$70K - $90K,Silver,5246,6,33,0,0,3189,56,4,1,Active
1585052762,M,55,Single,3,$90K - $110K,Diamond,34516,2,49,810,0.023,7917,95,3,1,Active
1427331062,M,58,Unknown,0,$50K - $70K,Silver,1438.3,3,42,0,0,1088,22,3,2,Closed
1428890162,F,43,Married,4,Less than $50K,Silver,1484,5,28,0,0,1664,39,4,2,Closed
1436509112,F,30,Divorced,0,Less than $50K,Silver,4203,5,18,996,0.237,7292,68,1,1,Closed
1424578712,M,39,Single,1,$90K - $110K,Silver,34516,3,30,2055,0.06,4048,74,4,1,Active
1435106762,M,63,Married,0,$70K - $90K,Silver,3556,4,55,2517,0.708,2279,56,4,1,Active
1578681212,M,42,Married,2,$90K - $110K,Silver,26222,4,32,1073,0.041,1988,30,2,2,Active
1433168012,F,56,Married,0,$50K - $70K,Silver,4384,5,36,929,0.212,4792,91,3,2,Active
1655428262,F,42,Married,5,Less than $50K,Silver,2346,5,38,1373,0.585,4432,72,2,1,Active
1428953012,F,35,Married,1,$50K - $70K,Silver,2523,4,29,1877,0.744,2005,50,2,2,Active
1559008712,M,50,Single,4,$110K and Over,Gold,34516,5,32,0,0,1480,37,2,3,Closed
1544215262,F,48,Single,4,Less than $50K,Silver,2646,6,37,872,0.33,4246,80,4,3,Active
1422988562,M,50,Married,2,$70K - $90K,Silver,2021,2,45,1578,0.781,5298,71,0,1,Active
1418177912,F,40,Single,3,Less than $50K,Silver,3372,4,22,2517,0.746,4209,72,4,2,Active
1417778912,M,65,Single,0,Less than $50K,Silver,2717,6,56,0,0,3150,59,3,1,Active
1422560612,F,61,Unknown,1,Less than $50K,Silver,8604,5,50,1075,0.125,4705,65,2,1,Active
1418865062,M,40,Unknown,4,$50K - $70K,Silver,7316,1,32,1335,0.182,1849,50,3,2,Closed
1560004562,M,48,Single,3,$110K and Over,Silver,20912,4,38,0,0,4172,84,5,2,Active
1418627312,M,41,Unknown,2,$70K - $90K,Gold,27000,6,36,0,0,1209,39,0,2,Active
1579925612,F,39,Unknown,1,Less than $50K,Gold,10398,1,30,1630,0.157,7702,81,3,2,Active
1506471512,M,38,Single,1,$90K - $110K,Silver,2155,3,29,1290,0.599,3781,61,3,3,Active
1420080062,F,56,Single,1,$50K - $70K,Silver,6038,3,47,0,0,1447,30,1,2,Active
1606198712,M,41,Married,2,$90K - $110K,Silver,10873,3,35,1514,0.139,5089,82,4,3,Active
1421513912,F,61,Married,0,Less than $50K,Silver,1438.3,6,49,0,0,840,20,3,2,Closed
1419179612,M,39,Single,4,$70K - $90K,Gold,25133,6,36,0,0,4033,73,3,3,Active
1426854812,F,59,Single,1,Less than $50K,Silver,7484,2,46,1939,0.259,4923,56,2,3,Closed
1534400012,F,52,Single,2,Less than $50K,Silver,4209,1,45,0,0,5938,83,1,1,Active
1557780212,F,45,Married,2,$50K - $70K,Silver,4307,6,26,0,0,8697,62,4,2,Closed
1430813612,F,43,Married,4,Less than $50K,Silver,6448,3,35,1464,0.227,7546,88,0,3,Active
1442226512,M,52,Married,2,$90K - $110K,Silver,11964,6,43,800,0.067,4853,85,3,3,Active
1653423362,F,45,Divorced,3,$50K - $70K,Silver,1477,1,41,0,0,2214,43,3,3,Closed
1559314412,M,48,Single,4,$90K - $110K,Silver,5033,6,31,0,0,4054,82,3,1,Active
1423198412,M,43,Divorced,2,$90K - $110K,Silver,1452,5,34,0,0,4571,72,2,3,Active
1425667862,F,59,Married,1,$50K - $70K,Silver,3481,2,49,603,0.173,4556,81,1,2,Active
1422227312,M,60,Single,1,$50K - $70K,Gold,21681,5,49,0,0,3844,75,2,2,Active
1418951462,M,39,Married,3,$90K - $110K,Silver,30753,4,31,1661,0.054,1780,33,3,2,Active
1418060462,F,44,Married,2,Unknown,Silver,24221,6,37,1274,0.053,3361,63,2,3,Active
1434018962,M,46,Married,2,$50K - $70K,Silver,2457,4,38,1051,0.428,3256,71,3,3,Active
1429547462,F,36,Unknown,0,Unknown,Silver,4692,5,26,0,0,4281,69,3,3,Active
1434472412,M,29,Married,1,Less than $50K,Silver,2710,4,18,629,0.232,1718,37,4,1,Active
1434359612,F,36,Married,0,Less than $50K,Gold,13313,1,19,0,0,15549,121,3,2,Active
1587477962,M,49,Single,3,$110K and Over,Silver,21680,1,43,1587,0.073,4410,86,1,2,Active
1421353112,M,46,Married,1,$70K - $90K,Silver,15060,3,34,0,0,1611,42,4,3,Closed
1441079312,F,44,Married,3,Less than $50K,Silver,3047,2,36,2139,0.702,4961,85,1,3,Active
1425615362,F,56,Single,3,Less than $50K,Silver,2258,4,46,0,0,4803,72,2,3,Active
1430468162,M,61,Married,0,$50K - $70K,Silver,5561,5,53,1434,0.258,1820,42,2,1,Active
1623935162,F,46,Single,4,$50K - $70K,Silver,13743,2,41,0,0,9406,106,3,3,Active
1428627212,F,46,Single,4,Unknown,Silver,17023,4,36,1084,0.064,1610,43,2,3,Active
1557888512,F,60,Married,0,Less than $50K,Silver,1438.3,5,45,648,0.451,1267,27,4,2,Active
1418923262,F,47,Unknown,2,$50K - $70K,Silver,1811,1,36,0,0,5390,87,3,3,Active
1579978412,M,53,Married,2,$90K - $110K,Silver,21953,4,45,1311,0.06,1413,37,4,4,Active
1430297162,F,34,Married,2,Less than $50K,Silver,1696,1,36,0,0,2325,56,2,3,Closed
1613273612,F,38,Married,2,Less than $50K,Silver,3420,1,33,1405,0.411,4267,75,2,3,Active
1603404512,M,36,Single,2,$110K and Over,Silver,3174,4,28,2462,0.776,3140,74,0,3,Active
1426486112,M,34,Married,0,$70K - $90K,Silver,5175,4,26,977,0.189,2405,49,3,3,Active
1436985362,F,50,Single,1,Less than $50K,Silver,5012,4,36,2242,0.447,1142,28,3,1,Active
1417792412,M,53,Single,3,$110K and Over,Gold,34516,4,44,1073,0.031,4485,86,2,4,Active
1469822762,M,43,Single,4,$90K - $110K,Silver,6548,4,33,1244,0.19,4354,79,1,1,Active
1510551362,F,52,Married,2,Less than $50K,Silver,2548,3,45,1683,0.661,2055,54,3,3,Active
1543342412,M,49,Married,1,$70K - $90K,Silver,4854,5,37,1212,0.25,3651,70,4,1,Active
1441543112,M,65,Single,0,$50K - $70K,Silver,1438.3,4,36,682,0.474,4427,63,1,0,Active
1588974362,M,38,Married,2,$90K - $110K,Silver,2172,6,18,1475,0.679,2447,46,2,1,Active
1425984962,F,44,Married,3,Unknown,Gold,31699,2,34,1976,0.062,13653,113,1,2,Active
1436738012,M,40,Married,3,$90K - $110K,Silver,18584,6,31,2446,0.132,3504,64,4,2,Active
1437240962,M,38,Single,3,$70K - $90K,Silver,9859,5,25,1305,0.132,4345,72,4,1,Active
1577888012,F,36,Single,3,$50K - $70K,Silver,2013,1,22,0,0,2425,50,1,3,Closed
1592294312,F,46,Married,2,Unknown,Silver,6083,3,40,1716,0.282,4528,86,2,2,Active
1430624462,M,53,Married,3,$90K - $110K,Silver,11450,3,36,2129,0.186,2197,45,1,3,Active
1429318262,F,37,Married,2,Less than $50K,Silver,6660,5,28,1362,0.205,2660,51,4,2,Active
1530923762,M,47,Divorced,3,Less than $50K,Silver,6397,4,40,0,0,2511,56,3,4,Closed
1434156962,M,40,Single,3,$50K - $70K,Silver,8155,1,36,1178,0.144,14955,102,1,3,Active
1578038012,F,45,Married,3,Less than $50K,Silver,2948,2,32,968,0.328,7834,86,1,5,Active
1428857612,F,38,Single,2,Unknown,Silver,14041,2,31,2154,0.153,1467,29,2,3,Active
1436007062,F,41,Married,3,Less than $50K,Silver,2890,1,29,2150,0.744,4377,84,2,1,Active
1439826962,F,49,Married,5,Less than $50K,Silver,2598,4,36,1848,0.711,4396,78,3,2,Active
1432216262,M,49,Married,4,$110K and Over,Gold,34516,2,41,0,0,13376,129,2,3,Active
1615205312,F,44,Divorced,2,Unknown,Silver,9856,6,39,671,0.068,5408,83,1,4,Active
1441131962,F,48,Married,3,Unknown,Silver,4025,6,38,0,0,4445,92,3,1,Active
1434889562,F,51,Married,4,$50K - $70K,Silver,8346,5,43,1452,0.174,4141,79,2,3,Active
1421492912,F,48,Single,1,Less than $50K,Silver,2578,5,38,2424,0.94,4077,78,0,2,Active
1437306212,F,35,Single,2,Unknown,Silver,10329,4,25,514,0.05,2461,68,4,1,Active
1436000162,M,26,Single,0,Less than $50K,Silver,2585,6,13,2019,0.781,2644,40,2,3,Active
1420598312,M,47,Married,3,$90K - $110K,Silver,30210,6,36,1194,0.04,3503,65,3,3,Active
1515273212,F,52,Married,2,Less than $50K,Silver,2261,4,45,1127,0.498,4456,68,1,3,Active
1436024312,F,46,Single,2,Less than $50K,Silver,2888,4,35,1641,0.568,3703,61,3,2,Active
1442058212,F,47,Single,4,Unknown,Silver,3054,6,36,1862,0.61,3543,87,0,1,Active
1430184062,M,45,Single,4,$70K - $90K,Gold,28564,2,36,2517,0.088,14875,107,4,3,Active
1423988312,F,53,Married,1,Less than $50K,Silver,2596,4,41,868,0.334,4801,72,2,2,Active
1419226412,F,41,Married,3,Less than $50K,Silver,3952,3,31,0,0,8241,82,3,3,Closed
1579805312,F,49,Married,2,$50K - $70K,Silver,3263,5,40,1522,0.466,4288,69,2,3,Active
1435584512,F,37,Single,2,$50K - $70K,Silver,1438.3,3,26,743,0.517,4730,80,3,2,Active
1423107962,M,59,Married,2,$70K - $90K,Silver,1438.3,3,46,0,0,844,24,3,3,Closed
1540445162,M,57,Single,3,$70K - $90K,Silver,5859,1,51,0,0,8004,82,1,6,Closed
1576080812,F,33,Married,3,Less than $50K,Silver,2307,3,25,1385,0.6,2440,48,2,2,Active
1434049112,F,43,Single,2,$50K - $70K,Silver,2283,4,36,0,0,4088,66,3,1,Active
1427374112,F,44,Married,2,Less than $50K,Silver,2417,3,33,0,0,1848,38,2,2,Closed
1558573712,M,55,Single,2,$70K - $90K,Silver,22127,3,37,1799,0.081,3591,63,1,3,Active
1630213262,F,28,Divorced,0,Less than $50K,Silver,3818,5,23,584,0.153,2947,87,3,1,Active
1429545662,M,59,Married,2,Less than $50K,Silver,4328,3,42,670,0.155,1580,54,5,3,Active
1433747312,M,49,Single,1,$110K and Over,Silver,12055,2,38,1858,0.154,7222,93,3,2,Active
1425740012,F,54,Single,2,Less than $50K,Silver,3006,6,43,633,0.211,5177,66,4,1,Active
1433027012,M,46,Married,2,Less than $50K,Silver,4752,3,39,1400,0.295,3404,54,3,3,Active
1442438612,M,27,Single,0,$110K and Over,Silver,8713,6,17,1354,0.155,2094,36,2,2,Active
1423127912,F,57,Divorced,1,Less than $50K,Silver,2201,6,47,1420,0.645,4256,70,1,6,Active
1429661462,M,46,Divorced,0,$90K - $110K,Silver,16099,3,36,0,0,3656,88,4,1,Active
1617596462,F,54,Divorced,2,$50K - $70K,Silver,5476,5,49,2517,0.46,1532,44,2,3,Active
1419743462,F,54,Single,3,Less than $50K,Silver,3062,5,45,2039,0.666,4037,71,4,1,Active
1579012412,M,37,Single,4,$110K and Over,Silver,34516,3,28,0,0,2574,62,4,3,Active
1609303712,M,42,Married,3,$50K - $70K,Silver,2533,3,29,1126,0.445,3436,74,4,3,Active
1427346362,M,46,Single,2,$110K and Over,Silver,34516,2,32,2328,0.067,15754,121,1,3,Active
1427596112,M,47,Married,2,$50K - $70K,Silver,4738,6,42,0,0,1900,36,3,3,Closed
1545327662,M,56,Married,3,$110K and Over,Silver,7234,2,46,2055,0.284,5051,83,2,1,Active
1419586712,F,40,Single,3,Less than $50K,Silver,2040,6,36,1084,0.531,4751,80,3,1,Active
1425320612,F,36,Single,3,$50K - $70K,Silver,3701,3,28,969,0.262,3222,86,3,2,Active
1421486462,M,39,Single,2,$90K - $110K,Silver,5269,4,36,1475,0.28,2094,25,2,2,Active
1439348612,M,47,Married,4,$70K - $90K,Gold,33122,4,39,1587,0.048,3145,63,4,2,Active
1434795512,F,42,Married,3,$50K - $70K,Silver,4142,4,36,688,0.166,4512,81,3,4,Active
1548987962,M,53,Single,3,$70K - $90K,Silver,6228,2,47,1738,0.279,8284,77,3,1,Active
1559158262,F,49,Single,1,$50K - $70K,Silver,1438.3,3,32,0,0,4052,65,2,3,Active
1428434162,F,42,Married,3,Less than $50K,Silver,6848,5,33,0,0,4006,82,4,2,Active
1633556612,M,42,Unknown,4,$90K - $110K,Diamond,34516,5,37,1797,0.052,1534,30,2,1,Active
1438687412,M,42,Married,2,$110K and Over,Silver,34516,3,31,1067,0.031,4281,72,4,2,Active
1417271612,M,43,Single,3,$90K - $110K,Silver,11336,3,30,0,0,1809,39,4,2,Closed
1417930562,M,46,Married,3,$70K - $90K,Silver,13344,3,39,1907,0.143,8534,86,2,3,Closed
1615933862,M,41,Married,4,$70K - $90K,Silver,8013,4,36,2025,0.253,1481,45,2,2,Active
1423331762,M,28,Single,1,Unknown,Silver,20030,4,13,1204,0.06,15862,127,3,3,Active
1419469262,F,41,Married,3,Less than $50K,Silver,3203,4,36,2366,0.739,4282,82,3,3,Active
1615050062,M,37,Single,1,Unknown,Silver,4397,4,32,2007,0.456,2473,47,3,1,Active
1431223112,F,47,Single,3,Less than $50K,Silver,5398,1,35,0,0,1887,36,3,3,Closed
1510529912,M,56,Married,2,$70K - $90K,Silver,1438.3,5,49,0,0,1446,38,4,3,Active
1430519462,M,38,Married,1,$70K - $90K,Silver,3657,4,32,1687,0.461,2758,55,1,2,Active
1579564112,M,33,Married,3,$90K - $110K,Gold,34516,6,22,917,0.027,14202,114,2,2,Active
1427864912,M,57,Unknown,2,$90K - $110K,Silver,4316,5,36,0,0,1920,53,3,3,Closed
1427028662,F,50,Single,0,Less than $50K,Silver,3423,2,41,0,0,2229,45,1,3,Closed
1577716862,F,50,Married,5,Unknown,Silver,3317,5,34,1041,0.314,4264,75,2,5,Active
1429926812,F,48,Single,3,Less than $50K,Silver,1438.3,3,36,965,0.671,4182,81,3,3,Active
1432964762,M,45,Single,3,$70K - $90K,Silver,11121,2,36,1296,0.117,13814,81,1,2,Active
1426965212,F,46,Married,3,Unknown,Silver,4668,5,36,0,0,1612,47,2,2,Active
1430479412,F,53,Single,4,Less than $50K,Silver,4737,1,44,1649,0.348,7802,88,3,1,Active
1435027112,M,28,Single,0,Less than $50K,Silver,1707,4,36,1191,0.698,2950,87,4,2,Active
1578051062,M,46,Married,3,$90K - $110K,Silver,34516,4,33,1099,0.032,15490,110,3,1,Active
1424147462,F,63,Married,0,Less than $50K,Silver,2107,6,36,1351,0.641,1320,35,4,3,Active
1436874362,M,50,Married,3,$110K and Over,Silver,34516,5,40,0,0,1930,36,4,1,Active
1541862812,M,41,Single,2,$70K - $90K,Silver,7293,2,28,993,0.136,4828,82,1,1,Active
1428537812,F,54,Unknown,4,Less than $50K,Silver,2440,5,44,503,0.206,2334,51,3,3,Closed
1577407262,F,42,Single,4,Less than $50K,Silver,2950,5,26,1705,0.578,1260,32,3,2,Active
1579296362,M,49,Married,4,$50K - $70K,Silver,3653,5,33,881,0.241,3297,66,3,1,Active
1430175512,M,61,Married,0,$50K - $70K,Silver,2939,3,52,1999,0.68,2434,33,2,1,Active
1439672462,M,42,Married,2,$70K - $90K,Silver,2131,6,35,1288,0.604,4264,81,2,1,Active
1435444262,M,42,Married,2,$90K - $110K,Silver,12386,4,31,980,0.079,3274,69,3,2,Active
1425380912,M,36,Divorced,3,$110K and Over,Silver,3404,3,36,1568,0.461,2406,65,3,2,Active
1430477612,F,42,Divorced,4,$50K - $70K,Silver,3734,4,36,2517,0.674,4792,87,2,3,Active
